Geohash,Latitude_SW,Longitude_SW,Latitude_NE,Longitude_NE,Latitude,Longitude,City,County,State,Country,ISO_3166_2,AvgAcceleration,PercentOfVehicles,AvgMonthlyVolume,PercentCar,PercentMPV,PercentLDT,PercentMDT,PercentHDT,PercentOther,UpdateDate,Version
dpz3k3qj,43.8212,-79.60968,43.82137,-79.60934,43.82126,-79.60946,Vaughan,,Ontario,Canada,CA-ON,0.4531,0.0897,145,0.0276,0.4345,0.2207,0.069,0.0759,0.1723,2019-01-04,2.0
dpz3r3kj,43.8212,-79.48059,43.82137,-79.48025,43.82129,-79.48035,Vaughan,,Ontario,Canada,CA-ON,0.6845,0.0291,309,0.0,0.4466,0.1327,0.0518,0.2298,0.1391,2019-01-04,2.0
dpz3qc3j,43.8212,-79.50668,43.82137,-79.50634,43.8213,-79.5065,Vaughan,,Ontario,Canada,CA-ON,0.3225,0.0833,36,0.0,0.2222,0.1667,0.2778,0.1667,0.1666,2019-01-04,2.0
dpz3m1kt,43.8212,-79.57878,43.82137,-79.57844,43.82126,-79.57869,Vaughan,,Ontario,Canada,CA-ON,0.2294,0.05,60,0.0,0.3,0.3333,0.0,0.3167,0.05,2019-01-04,2.0
dpz3qt9p,43.84489,-79.51767,43.84506,-79.51733,43.84491,-79.51765,Vaughan,,Ontario,Canada,CA-ON,0.1014,0.0625,16,0.0,0.125,0.4375,0.0,0.4375,0.0,2019-01-04,2.0
dpz3mv9z,43.84489,-79.5496,43.84506,-79.54926,43.845,-79.54933,Vaughan,,Ontario,Canada,CA-ON,0.7913,0.2042,142,0.0,0.0282,0.7254,0.1056,0.0634,0.0774,2019-01-04,2.0
dpz3mmtr,43.84489,-79.56676,43.84506,-79.56642,43.84503,-79.56667,Vaughan,,Ontario,Canada,CA-ON,0.9233,0.1226,318,0.0284,0.2082,0.1577,0.0442,0.0978,0.4637,2019-01-04,2.0
dpz3r8yb,43.8176,-79.46583,43.81777,-79.46548,43.81764,-79.46554,Vaughan,,Ontario,Canada,CA-ON,0.2916,0.0526,76,0.0263,0.3158,0.0921,0.0263,0.4474,0.0921,2019-01-04,2.0
dpz928u0,43.8176,-79.42566,43.81777,-79.42532,43.81761,-79.42558,Vaughan,,Ontario,Canada,CA-ON,0.0457,0.0286,35,0.0,0.0857,0.1714,0.0857,0.6571,0.0001,2019-01-04,2.0
dpz3qbb2,43.8176,-79.50771,43.81777,-79.50737,43.81769,-79.50761,Vaughan,,Ontario,Canada,CA-ON,0.6559,0.0258,155,0.0,0.1032,0.0581,0.0065,0.5742,0.258,2019-01-04,2.0
dpz3pp6s,43.81004,-79.49364,43.81021,-79.49329,43.81016,-79.49344,Vaughan,,Ontario,Canada,CA-ON,0.6717,0.1254,3340,0.0057,0.0896,0.1616,0.1292,0.3333,0.2806,2019-01-04,2.0
dpz3pz6h,43.81004,-79.46136,43.81021,-79.46102,43.81011,-79.46111,Vaughan,,Ontario,Canada,CA-ON,0.6784,0.2693,349,0.0057,0.1121,0.2672,0.069,0.3563,0.1897,2019-01-04,2.0
dpz3hrqh,43.81004,-79.60968,43.81021,-79.60934,43.81015,-79.6096,Vaughan,,Ontario,Canada,CA-ON,1.9673,0.1677,507,0.004,0.3512,0.4266,0.0476,0.0972,0.0734,2019-01-04,2.0
dpz90p6h,43.81004,-79.45038,43.81021,-79.45004,43.81017,-79.45026,Vaughan,,Ontario,Canada,CA-ON,0.3391,0.1333,60,0.05,0.3333,0.05,0.0667,0.2833,0.2167,2019-01-04,2.0
dpz3jxqh,43.81004,-79.55475,43.81021,-79.55441,43.81015,-79.5546,Vaughan,,Ontario,Canada,CA-ON,0.3339,0.0641,78,0.0,0.3077,0.141,0.0256,0.4487,0.077,2019-01-04,2.0
dpz3nrmu,43.81004,-79.52213,43.81021,-79.52179,43.81019,-79.52202,Vaughan,,Ontario,Canada,CA-ON,0.5491,0.0129,232,0.0129,0.4397,0.1681,0.0388,0.2414,0.0991,2019-01-04,2.0
dpz3jpms,43.81004,-79.57741,43.81021,-79.57706,43.81013,-79.5771,Vaughan,,Ontario,Canada,CA-ON,0.5431,0.3636,33,0.0,0.3333,0.0,0.5455,0.0303,0.0909,2019-01-04,2.0
dpz3mt44,43.84129,-79.56024,43.84146,-79.5599,43.84139,-79.56009,Vaughan,,Ontario,Canada,CA-ON,0.2918,0.0176,512,0.0391,0.2114,0.4012,0.0176,0.1487,0.182,2019-01-04,2.0
dpz3j3y2,43.77914,-79.56539,43.77932,-79.56505,43.77918,-79.5652,Vaughan,,Ontario,Canada,CA-ON,0.3795,0.0957,94,0.0,0.044,0.2088,0.0549,0.2747,0.4176,2019-01-04,2.0
dpz3jcv2,43.77914,-79.54479,43.77932,-79.54445,43.77925,-79.54455,Vaughan,,Ontario,Canada,CA-ON,0.1766,0.2903,31,0.0,0.2333,0.2667,0.0667,0.0667,0.3666,2019-01-04,2.0
dpz3j9y8,43.77914,-79.55406,43.77932,-79.55372,43.77922,-79.55391,Vaughan,,Ontario,Canada,CA-ON,0.4036,0.0033,3341,0.0274,0.1107,0.3874,0.0752,0.2298,0.1695,2019-01-04,2.0
dpz3hcyb,43.77914,-79.58668,43.77932,-79.58633,43.77922,-79.58656,Vaughan,,Ontario,Canada,CA-ON,0.5055,0.0075,2925,0.0405,0.1755,0.3255,0.0677,0.09,0.3008,2019-01-04,2.0
dpz3j9cb,43.77914,-79.56059,43.77932,-79.56024,43.77921,-79.56036,Vaughan,,Ontario,Canada,CA-ON,0.6542,0.1176,34,0.0,0.2647,0.0294,0.0294,0.3824,0.2941,2019-01-04,2.0
dpz3nqdp,43.80644,-79.52728,43.80661,-79.52694,43.80653,-79.52716,Vaughan,,Ontario,Canada,CA-ON,0.293,0.0116,8243,0.0238,0.1478,0.3,0.0841,0.2516,0.1927,2019-01-04,2.0
dpz3nnxp,43.80644,-79.5314,43.80661,-79.53106,43.80654,-79.53126,Vaughan,,Ontario,Canada,CA-ON,0.5256,0.3388,121,0.0,0.3884,0.0165,0.0248,0.3636,0.2067,2019-01-04,2.0
dpz3jwdz,43.80644,-79.55921,43.80661,-79.55887,43.80648,-79.55896,Vaughan,,Ontario,Canada,CA-ON,0.3512,0.0074,4883,0.0496,0.2154,0.3128,0.0599,0.1776,0.1847,2019-01-04,2.0
dpz3pwex,43.80644,-79.47029,43.80661,-79.46995,43.80657,-79.47018,Vaughan,,Ontario,Canada,CA-ON,0.7109,0.0246,2847,0.0282,0.1756,0.2574,0.1008,0.2045,0.2335,2019-01-04,2.0
dpz90nwp,43.80644,-79.44489,43.80661,-79.44454,43.80655,-79.44483,Vaughan,,Ontario,Canada,CA-ON,0.4231,0.0357,28,0.0,0.2593,0.037,0.037,0.6296,0.0371,2019-01-04,2.0
dpz3jy9z,43.80644,-79.5496,43.80661,-79.54926,43.80654,-79.5494,Vaughan,,Ontario,Canada,CA-ON,0.558,0.0304,1380,0.0464,0.2181,0.2587,0.0942,0.2174,0.1652,2019-01-04,2.0
dpz3pner,43.80644,-79.49261,43.80661,-79.49226,43.80652,-79.49232,Vaughan,,Ontario,Canada,CA-ON,0.2355,0.136,125,0.0,0.584,0.2,0.032,0.144,0.04,2019-01-04,2.0
dpz90nxr,43.80644,-79.44317,43.80661,-79.44283,43.80647,-79.4429,Vaughan,,Ontario,Canada,CA-ON,0.1787,0.0303,198,0.0051,0.3622,0.2806,0.0459,0.2092,0.097,2019-01-04,2.0
dpz3nq9x,43.80644,-79.52797,43.80661,-79.52763,43.80648,-79.52771,Vaughan,,Ontario,Canada,CA-ON,0.3799,0.2468,77,0.0,0.3247,0.1039,0.013,0.1948,0.3636,2019-01-04,2.0
dpz3py8x,43.80644,-79.46342,43.80661,-79.46308,43.80649,-79.46331,Vaughan,,Ontario,Canada,CA-ON,0.2254,0.3119,683,0.0295,0.2445,0.4227,0.0265,0.1296,0.1472,2019-01-04,2.0
dpz3m5xw,43.83373,-79.57466,43.8339,-79.57432,43.83378,-79.57451,Vaughan,,Ontario,Canada,CA-ON,0.6906,0.038,552,0.0527,0.2436,0.3164,0.04,0.1109,0.2364,2019-01-04,2.0
dpz3r5dw,43.83373,-79.49364,43.8339,-79.49329,43.83382,-79.49344,Vaughan,,Ontario,Canada,CA-ON,0.3833,0.0286,70,0.0,0.2714,0.3286,0.0143,0.3429,0.0428,2019-01-04,2.0
dpz3m7tw,43.83373,-79.56642,43.8339,-79.56608,43.83378,-79.56631,Vaughan,,Ontario,Canada,CA-ON,0.6177,0.0316,506,0.0615,0.1786,0.3968,0.0397,0.0853,0.2381,2019-01-04,2.0
dpz3q7dy,43.83373,-79.52625,43.8339,-79.52591,43.83385,-79.52607,Vaughan,,Ontario,Canada,CA-ON,0.5274,0.1364,22,0.0,0.4545,0.0455,0.0909,0.3636,0.0455,2019-01-04,2.0
dpz3hb2u,43.77159,-79.59492,43.77176,-79.59457,43.77166,-79.59477,Vaughan,,Ontario,Canada,CA-ON,0.3278,0.1275,204,0.1814,0.0833,0.2696,0.0049,0.049,0.4118,2019-01-04,2.0
dpz3h06h,43.77159,-79.62616,43.77176,-79.62582,43.77161,-79.62601,Vaughan,,Ontario,Canada,CA-ON,0.4178,0.083,241,0.0124,0.0747,0.6846,0.0373,0.0456,0.1454,2019-01-04,2.0
dpz3jbqk,43.77159,-79.54342,43.77176,-79.54308,43.77161,-79.54341,Vaughan,,Ontario,Canada,CA-ON,0.2346,0.0313,128,0.0313,0.1641,0.3984,0.0625,0.0859,0.2578,2019-01-04,2.0
dpz90n06,43.80283,-79.45278,43.80301,-79.45244,43.80289,-79.45254,Vaughan,,Ontario,Canada,CA-ON,0.612,0.3061,49,0.0612,0.2653,0.2653,0.0408,0.1224,0.245,2019-01-04,2.0
dpz3pw1d,43.80283,-79.47304,43.80301,-79.47269,43.80297,-79.47291,Vaughan,,Ontario,Canada,CA-ON,0.0806,0.0306,98,0.0,0.3469,0.1837,0.0918,0.3163,0.0613,2019-01-04,2.0
dpz90nh4,43.80283,-79.44763,43.80301,-79.44729,43.80293,-79.44737,Vaughan,,Ontario,Canada,CA-ON,0.2183,0.092,87,0.0,0.3678,0.1609,0.0,0.4023,0.069,2019-01-04,2.0
dpz3nnn4,43.80283,-79.53278,43.80301,-79.53243,43.80294,-79.53271,Vaughan,,Ontario,Canada,CA-ON,0.2192,0.0448,67,0.0,0.6716,0.0448,0.0448,0.1642,0.0746,2019-01-04,2.0
dpz3py56,43.80283,-79.45965,43.80301,-79.4593,43.80288,-79.45944,Vaughan,,Ontario,Canada,CA-ON,0.6863,0.2016,124,0.0,0.3468,0.2177,0.0403,0.2984,0.0968,2019-01-04,2.0
dpz3r71c,43.83013,-79.48368,43.8303,-79.48334,43.83018,-79.48354,Vaughan,,Ontario,Canada,CA-ON,0.2998,0.2937,126,0.0,0.0476,0.5556,0.0,0.0556,0.3412,2019-01-04,2.0
dpz3r5pc,43.83013,-79.48643,43.8303,-79.48608,43.8302,-79.48635,Vaughan,,Ontario,Canada,CA-ON,0.4197,0.0933,75,0.0,0.0533,0.04,0.0,0.76,0.1467,2019-01-04,2.0
dpz2uqqg,43.76043,-79.60865,43.7606,-79.60831,43.76048,-79.6084,Vaughan,,Ontario,Canada,CA-ON,0.4717,0.001,9658,0.0175,0.0975,0.3694,0.0575,0.2771,0.181,2019-01-04,2.0
dpz3jhpc,43.79168,-79.57432,43.79185,-79.57397,43.79178,-79.57411,Vaughan,,Ontario,Canada,CA-ON,0.5709,0.037,81,0.0,0.1975,0.2593,0.1111,0.2963,0.1358,2019-01-04,2.0
dpz3nkj9,43.79168,-79.52248,43.79185,-79.52213,43.79175,-79.5223,Vaughan,,Ontario,Canada,CA-ON,0.1039,0.0714,42,0.0,0.3333,0.2857,0.0238,0.0476,0.3096,2019-01-04,2.0
dpz3nujc,43.79168,-79.50016,43.79185,-79.49982,43.79173,-79.49998,Vaughan,,Ontario,Canada,CA-ON,0.3071,0.0002,32329,0.0446,0.141,0.4358,0.0456,0.1873,0.1457,2019-01-04,2.0
dpz3hs9q,43.79528,-79.60522,43.79545,-79.60487,43.79533,-79.60511,Vaughan,,Ontario,Canada,CA-ON,0.5127,0.0138,1738,0.0127,0.2963,0.3539,0.0334,0.0847,0.219,2019-01-04,2.0
dpz3jswy,43.79528,-79.55372,43.79545,-79.55338,43.79543,-79.55368,Vaughan,,Ontario,Canada,CA-ON,0.2114,0.0857,35,0.0,0.3143,0.1714,0.1429,0.3429,0.0285,2019-01-04,2.0
dpz3pksq,43.79528,-79.48025,43.79545,-79.4799,43.79538,-79.47995,Vaughan,,Ontario,Canada,CA-ON,0.8079,0.1538,52,0.0,0.3462,0.25,0.0192,0.3462,0.0384,2019-01-04,2.0
dpz3nudy,43.79528,-79.50428,43.79545,-79.50394,43.79535,-79.5042,Vaughan,,Ontario,Canada,CA-ON,0.3234,0.0303,132,0.0,0.0379,0.1288,0.0606,0.5682,0.2045,2019-01-04,2.0
dpz3nkww,43.79528,-79.5211,43.79545,-79.52076,43.79533,-79.52088,Vaughan,,Ontario,Canada,CA-ON,0.2253,0.0449,156,0.0064,0.1603,0.2051,0.0577,0.2821,0.2884,2019-01-04,2.0
dpz90k8n,43.79528,-79.44214,43.79545,-79.4418,43.79531,-79.44189,Vaughan,,Ontario,Canada,CA-ON,0.3006,0.2205,762,0.1777,0.3806,0.134,0.0225,0.0809,0.2043,2019-01-04,2.0
dpz3k948,43.81897,-79.6035,43.81914,-79.60316,43.81906,-79.60341,Vaughan,,Ontario,Canada,CA-ON,0.2383,0.0024,5354,0.0249,0.2231,0.4008,0.0572,0.1134,0.1806,2019-01-04,2.0
dpz3k910,43.81897,-79.60556,43.81914,-79.60522,43.81898,-79.60523,Vaughan,,Ontario,Canada,CA-ON,0.0947,0.0204,49,0.0,0.4082,0.1633,0.1224,0.2857,0.0204,2019-01-04,2.0
dpz3rch8,43.81897,-79.45793,43.81914,-79.45759,43.819,-79.45767,Vaughan,,Ontario,Canada,CA-ON,0.2033,0.0629,143,0.042,0.2937,0.2168,0.028,0.2587,0.1608,2019-01-04,2.0
dpz3q112,43.81897,-79.5393,43.81914,-79.53896,43.81908,-79.53901,Vaughan,,Ontario,Canada,CA-ON,0.3721,0.0391,3507,0.0338,0.1294,0.2805,0.0793,0.2049,0.2721,2019-01-04,2.0
dpz3mchb,43.81897,-79.54548,43.81914,-79.54514,43.81904,-79.54528,Vaughan,,Ontario,Canada,CA-ON,0.2799,0.0021,45575,0.0297,0.1191,0.3265,0.0403,0.2774,0.207,2019-01-04,2.0
dpz2ujtw,43.75683,-79.62135,43.757,-79.62101,43.75692,-79.6212,Vaughan,,Ontario,Canada,CA-ON,0.874,0.001,53842,0.0252,0.0962,0.3092,0.0693,0.3081,0.192,2019-01-04,2.0
dpz3n6dv,43.78412,-79.52625,43.78429,-79.52591,43.78419,-79.5261,Vaughan,,Ontario,Canada,CA-ON,0.5113,0.0028,6036,0.0151,0.0539,0.2825,0.0659,0.3846,0.198,2019-01-04,2.0
dpz3n4sj,43.78412,-79.53552,43.78429,-79.53518,43.78422,-79.53536,Vaughan,,Ontario,Canada,CA-ON,0.4291,0.0389,5170,0.032,0.1156,0.3159,0.0712,0.2788,0.1865,2019-01-04,2.0
dpz3j4wm,43.78412,-79.57638,43.78429,-79.57603,43.78424,-79.57635,Vaughan,,Ontario,Canada,CA-ON,0.3214,0.1143,175,0.1965,0.2832,0.2543,0.0,0.0347,0.2313,2019-01-04,2.0
dpz3m2qe,43.81536,-79.56505,43.81554,-79.5647,43.81544,-79.56483,Vaughan,,Ontario,Canada,CA-ON,0.2379,0.1132,53,0.0,0.1887,0.0755,0.0377,0.6604,0.0377,2019-01-04,2.0
dpz3k0r5,43.81536,-79.61929,43.81554,-79.61895,43.81547,-79.61916,Vaughan,,Ontario,Canada,CA-ON,0.3411,0.0579,121,0.0,0.5455,0.1488,0.0496,0.2479,0.0082,2019-01-04,2.0
dpz3k827,43.81536,-79.60659,43.81554,-79.60625,43.81551,-79.60647,Vaughan,,Ontario,Canada,CA-ON,0.2935,0.0402,2960,0.0139,0.1545,0.2968,0.0617,0.2345,0.2386,2019-01-04,2.0
dpz3k2r5,43.81536,-79.60831,43.81554,-79.60796,43.81545,-79.60799,Vaughan,,Ontario,Canada,CA-ON,0.4324,0.0076,262,0.0153,0.2759,0.1877,0.0268,0.2644,0.2299,2019-01-04,2.0
dpz3qbm7,43.81536,-79.50085,43.81554,-79.5005,43.81538,-79.5007,Vaughan,,Ontario,Canada,CA-ON,0.8627,0.0138,1446,0.0063,0.0681,0.1882,0.0847,0.4688,0.1839,2019-01-04,2.0
dpz2uj43,43.75322,-79.62582,43.7534,-79.62547,43.75332,-79.62558,Vaughan,,Ontario,Canada,CA-ON,0.3549,0.2153,209,0.0,0.2536,0.3971,0.0,0.1292,0.2201,2019-01-04,2.0
dpz2uj01,43.75322,-79.62891,43.7534,-79.62856,43.75332,-79.62882,Vaughan,,Ontario,Canada,CA-ON,0.74,0.0007,10797,0.0195,0.1146,0.3187,0.0701,0.267,0.2101,2019-01-04,2.0
dpz3qmkf,43.84266,-79.52351,43.84283,-79.52316,43.84281,-79.52336,Vaughan,,Ontario,Canada,CA-ON,0.3444,0.0714,56,0.0179,0.3214,0.1964,0.0179,0.3929,0.0535,2019-01-04,2.0
dpz3mm2f,43.84266,-79.57294,43.84283,-79.5726,43.84272,-79.57267,Vaughan,,Ontario,Canada,CA-ON,0.4816,0.05,60,0.0,0.35,0.1667,0.0167,0.4333,0.0333,2019-01-04,2.0
dpz3qjrf,43.84266,-79.53037,43.84283,-79.53003,43.84275,-79.53016,Vaughan,,Ontario,Canada,CA-ON,0.3041,0.0077,3259,0.0213,0.512,0.2778,0.0201,0.0685,0.1003,2019-01-04,2.0
dpz3qt2f,43.84266,-79.51801,43.84283,-79.51767,43.84274,-79.51775,Vaughan,,Ontario,Canada,CA-ON,0.3239,0.0233,258,0.0698,0.1938,0.3876,0.0155,0.1938,0.1395,2019-01-04,2.0
dpz3rt76,43.84266,-79.47063,43.84283,-79.47029,43.84274,-79.4704,Vaughan,,Ontario,Canada,CA-ON,0.3337,0.0481,104,0.0096,0.2788,0.25,0.0288,0.3462,0.0866,2019-01-04,2.0
dpz3j418,43.78052,-79.5829,43.78069,-79.58256,43.78058,-79.58268,Vaughan,,Ontario,Canada,CA-ON,0.6938,0.1,50,0.0,0.18,0.02,0.0,0.46,0.34,2019-01-04,2.0
dpz3j618,43.78052,-79.57191,43.78069,-79.57157,43.78061,-79.57175,Vaughan,,Ontario,Canada,CA-ON,0.3142,0.1915,47,0.0,0.2979,0.1064,0.0,0.4681,0.1276,2019-01-04,2.0
dpz3nwgx,43.80781,-79.51424,43.80798,-79.51389,43.8079,-79.51403,Vaughan,,Ontario,Canada,CA-ON,0.9761,0.0308,65,0.0154,0.1692,0.1385,0.0,0.5692,0.1077,2019-01-04,2.0
dpz90wgr,43.80781,-79.42669,43.80798,-79.42635,43.80786,-79.42649,Vaughan,,Ontario,Canada,CA-ON,0.2759,0.201,194,0.0104,0.6528,0.1244,0.0104,0.1658,0.0362,2019-01-04,2.0
dpz3pqfz,43.80781,-79.48231,43.80798,-79.48196,43.80791,-79.48223,Vaughan,,Ontario,Canada,CA-ON,0.4688,0.0051,7086,0.0231,0.1551,0.2371,0.0871,0.2213,0.2763,2019-01-04,2.0
dpz3jyvx,43.80781,-79.54445,43.80798,-79.54411,43.80793,-79.54415,Vaughan,,Ontario,Canada,CA-ON,0.4061,0.0136,295,0.0339,0.322,0.3356,0.078,0.1186,0.1119,2019-01-04,2.0
dpz3hqgx,43.80781,-79.61311,43.80798,-79.61277,43.80795,-79.61305,Vaughan,,Ontario,Canada,CA-ON,0.29,0.3235,34,0.0,0.1176,0.7059,0.0,0.1471,0.0294,2019-01-04,2.0
dpz90wfr,43.80781,-79.42806,43.80798,-79.42772,43.80788,-79.428,Vaughan,,Ontario,Canada,CA-ON,0.2226,0.06,50,0.0,0.42,0.08,0.02,0.42,0.06,2019-01-04,2.0
dpz3qsdm,43.83905,-79.51595,43.83923,-79.51561,43.83916,-79.51576,Vaughan,,Ontario,Canada,CA-ON,0.371,0.1475,61,0.0,0.3115,0.2131,0.0,0.4098,0.0656,2019-01-04,2.0
dpz3msxv,43.83905,-79.55235,43.83923,-79.552,43.83916,-79.55216,Vaughan,,Ontario,Canada,CA-ON,0.3746,0.1594,69,0.0,0.3623,0.2464,0.0145,0.3333,0.0435,2019-01-04,2.0
dpz3mk9t,43.83905,-79.57191,43.83923,-79.57157,43.83908,-79.57166,Vaughan,,Ontario,Canada,CA-ON,0.1785,0.3333,75,0.8133,0.0667,0.0267,0.0,0.08,0.0133,2019-01-04,2.0
dpz3rkdv,43.83905,-79.48231,43.83923,-79.48196,43.83914,-79.48217,Vaughan,,Ontario,Canada,CA-ON,0.3482,0.0215,5944,0.0449,0.1607,0.3066,0.072,0.213,0.2028,2019-01-04,2.0
dpz3kutm,43.83905,-79.58874,43.83923,-79.58839,43.83908,-79.58845,Vaughan,,Ontario,Canada,CA-ON,0.1458,0.002,4011,0.0312,0.1862,0.2442,0.0425,0.3053,0.1906,2019-01-04,2.0
dpz90nq6,43.80421,-79.44454,43.80438,-79.4442,43.80423,-79.44435,Vaughan,,Ontario,Canada,CA-ON,0.2754,0.0301,1494,0.0826,0.2351,0.1538,0.047,0.1269,0.3546,2019-01-04,2.0
dpz3nn6d,43.80421,-79.53758,43.80438,-79.53724,43.80436,-79.53725,Vaughan,,Ontario,Canada,CA-ON,0.3781,0.019,158,0.0,0.5,0.057,0.2342,0.0823,0.1265,2019-01-04,2.0
dpz3nyq6,43.80421,-79.49947,43.80438,-79.49913,43.80431,-79.49921,Vaughan,,Ontario,Canada,CA-ON,0.352,0.0541,37,0.1622,0.4324,0.2162,0.027,0.0811,0.0811,2019-01-04,2.0
dpz3qfxh,43.8279,-79.49844,43.82807,-79.4981,43.82798,-79.49826,Vaughan,,Ontario,Canada,CA-ON,0.8208,0.0217,2401,0.0109,0.1331,0.1063,0.0448,0.4895,0.2154,2019-01-04,2.0
dpz3q4ss,43.8279,-79.53484,43.82807,-79.53449,43.82803,-79.53469,Vaughan,,Ontario,Canada,CA-ON,0.3738,0.1302,1167,0.0183,0.5344,0.0896,0.0244,0.0688,0.2645,2019-01-04,2.0
dpz3r4xu,43.8279,-79.48643,43.82807,-79.48608,43.828,-79.48628,Vaughan,,Ontario,Canada,CA-ON,1.3206,0.3333,30,0.0,0.0667,0.2333,0.0,0.4,0.3,2019-01-04,2.0
dpz3qf9h,43.8279,-79.50668,43.82807,-79.50634,43.82802,-79.50637,Vaughan,,Ontario,Canada,CA-ON,0.4402,0.0117,858,0.0128,0.2217,0.2287,0.07,0.2742,0.1926,2019-01-04,2.0
dpz3rfxk,43.8279,-79.45415,43.82807,-79.45381,43.82798,-79.45395,Vaughan,,Ontario,Canada,CA-ON,0.3867,0.0257,7715,0.0499,0.1708,0.3022,0.0663,0.1731,0.2377,2019-01-04,2.0
dpz926ts,43.8279,-79.43459,43.82807,-79.43424,43.828,-79.43435,Vaughan,,Ontario,Canada,CA-ON,0.3103,0.0522,115,0.0,0.386,0.2544,0.0439,0.2895,0.0262,2019-01-04,2.0
dpz3kfts,43.8279,-79.58839,43.82807,-79.58805,43.82797,-79.58837,Vaughan,,Ontario,Canada,CA-ON,0.2294,0.0225,355,0.0113,0.017,0.4731,0.0057,0.0198,0.4731,2019-01-04,2.0
dpz3rdes,43.8279,-79.47029,43.82807,-79.46995,43.82805,-79.47015,Vaughan,,Ontario,Canada,CA-ON,0.3914,0.0357,56,0.0179,0.4464,0.0536,0.0179,0.25,0.2142,2019-01-04,2.0
dpz2urrd,43.76575,-79.60762,43.76593,-79.60728,43.76585,-79.60744,Vaughan,,Ontario,Canada,CA-ON,0.2466,0.2955,44,0.0,0.2273,0.4091,0.0,0.1591,0.2045,2019-01-04,2.0
dpz2urr6,43.76575,-79.60796,43.76593,-79.60762,43.76582,-79.60775,Vaughan,,Ontario,Canada,CA-ON,0.2835,0.186,43,0.0,0.2326,0.3953,0.0,0.1628,0.2093,2019-01-04,2.0
dpz3k5m1,43.8315,-79.62204,43.83167,-79.6217,43.83163,-79.62184,Vaughan,,Ontario,Canada,CA-ON,0.4905,0.0275,255,0.004,0.332,0.2609,0.0711,0.2055,0.1265,2019-01-04,2.0
dpz927kc,43.8315,-79.43562,43.83167,-79.43527,43.83165,-79.43558,Vaughan,,Ontario,Canada,CA-ON,0.1362,0.0017,1732,0.0516,0.1495,0.3922,0.0585,0.1877,0.1605,2019-01-04,2.0
dpz3qgk3,43.8315,-79.50222,43.83167,-79.50188,43.83155,-79.50209,Vaughan,,Ontario,Canada,CA-ON,0.5907,0.204,250,0.0,0.272,0.02,0.06,0.54,0.108,2019-01-04,2.0
dpz3jk63,43.79305,-79.57088,43.79322,-79.57054,43.79314,-79.5708,Vaughan,,Ontario,Canada,CA-ON,0.4443,0.004,247,0.081,0.251,0.2267,0.0121,0.1984,0.2308,2019-01-04,2.0
dpz3hhkc,43.79305,-79.62238,43.79322,-79.62204,43.79318,-79.62224,Vaughan,,Ontario,Canada,CA-ON,0.4648,0.2933,75,0.0,0.4,0.2133,0.04,0.2533,0.0934,2019-01-04,2.0
dpz3hhm1,43.79305,-79.62204,43.79322,-79.6217,43.79319,-79.62189,Vaughan,,Ontario,Canada,CA-ON,0.5386,0.1071,56,0.0,0.4107,0.1786,0.0357,0.3214,0.0536,2019-01-04,2.0
dpz3hsrc,43.79305,-79.59629,43.79322,-79.59595,43.79313,-79.59601,Vaughan,,Ontario,Canada,CA-ON,0.0916,0.0833,12,0.0,0.0,0.0,0.0,0.5,0.5,2019-01-04,2.0
dpz3nu6c,43.79305,-79.50428,43.79322,-79.50394,43.79308,-79.50409,Vaughan,,Ontario,Canada,CA-ON,0.751,0.125,32,0.0,0.0,0.0625,0.0,0.625,0.3125,2019-01-04,2.0
dpz3pk2c,43.79305,-79.48505,43.79322,-79.48471,43.79315,-79.48494,Vaughan,,Ontario,Canada,CA-ON,0.1868,0.0641,78,0.0,0.4872,0.1282,0.0641,0.2692,0.0513,2019-01-04,2.0
dpz3qc20,43.82034,-79.50806,43.82051,-79.50771,43.82045,-79.50801,Vaughan,,Ontario,Canada,CA-ON,0.5084,0.0112,89,0.0225,0.1798,0.1798,0.0,0.5169,0.101,2019-01-04,2.0
dpz3r330,43.82034,-79.48471,43.82051,-79.48437,43.82044,-79.48439,Vaughan,,Ontario,Canada,CA-ON,0.5304,0.048,1564,0.009,0.1877,0.2799,0.1031,0.2582,0.1621,2019-01-04,2.0
dpz3m1rb,43.82034,-79.57432,43.82051,-79.57397,43.82041,-79.57431,Vaughan,,Ontario,Canada,CA-ON,0.0686,0.0141,71,0.0141,0.3099,0.2817,0.0141,0.2958,0.0844,2019-01-04,2.0
dpz3q1r2,43.82034,-79.53106,43.82051,-79.53072,43.82045,-79.53089,Vaughan,,Ontario,Canada,CA-ON,0.4805,0.1975,157,0.0127,0.4522,0.1529,0.0573,0.1019,0.223,2019-01-04,2.0
dpz3k1qb,43.82034,-79.61964,43.82051,-79.61929,43.8204,-79.6196,Vaughan,,Ontario,Canada,CA-ON,0.3981,0.0588,68,0.0,0.2794,0.4412,0.0147,0.2353,0.0294,2019-01-04,2.0
dpz3r162,43.82034,-79.49398,43.82051,-79.49364,43.82041,-79.49388,Vaughan,,Ontario,Canada,CA-ON,0.4724,0.037,81,0.0,0.642,0.1728,0.0123,0.1111,0.0618,2019-01-04,2.0
dpz3q338,43.82034,-79.52797,43.82051,-79.52763,43.8204,-79.52778,Vaughan,,Ontario,Canada,CA-ON,0.5439,0.1039,77,0.026,0.2208,0.2727,0.013,0.3766,0.0909,2019-01-04,2.0
